CONTRACT #;*FUNCTION;*ACTIVITY*;SUN;MON;TUE ;WED;THR;FRI;TOTAL HOUR;NAME;WEEK;Year
6013;400;8000;;3;2;2;1;2;10;KP;17;2026
6013;400;2000;;2;2;1;2;2;9;KP;17;2026
6013;400;7000;;;2;3;3;2;10;KP;17;2026
6006;400;8000;;;1;;;;1;KP;17;2026
6003;400;8000;;1;;;;;1;KP;17;2026
6014;400;1000;;7;7;;;5;19;RP;17;2026
6014;400;8000;;1;1;;;;2;RP;17;2026
6014;400;7000;;;;3;;3;6;RP;17;2026
6012;400;5000;;7;7;7;7;;28;MY;17;2026
6012;400;7000;;;3;;;;3;BP;17;2026
6007;400;8000;;;;;;2;2;BP;17;2026
6014;400;1000;;8;8;8;;8;32;HEÖ;17;2026
6012;400;7000;;;3;2;;;5;UK;17;2026
6008;400;7000;;;1;;;;1;VYÇ;17;2026
6012;800;8000;;;5;6;3;;14;VYÇ;17;2026
6009;400;8000;;5;;;;;5;VYÇ;17;2026
6002-5;400;5000;;8;8;4;;8;28;AG;17;2026
6004;400;5000;;;;4;;;4;AG;17;2026
6008;300;700;;4;2;1;;;7;BÞ;17;2026
6008;400;7000;;3;;5;4;3;15;BÞ;17;2026
6008;500;2000;;;4;;3;3;10;BÞ;17;2026
6006;400;7000;;1;2;1;;;4;AEA;17;2026
6006;400;8000;;2;3;;;;5;AEA;17;2026
6013;400;8000;;3;2;3;;5;13;AEA;17;2026
6013;400;7000;;2;1;4;;3;10;AEA;17;2026
4411;400;8000;;;1;;;;1;YK;17;2026
6010;400;8000;;2;;1;;;3;YK;17;2026
6010;400;5000;;;5;3;;;8;YK;17;2026
6010;400;7000;;6;2;4;;;12;YK;17;2026
6012;400;5000;;;;2;;;2;BP;18;2026
6012;400;8000;;;2;;2;;4;BP;18;2026
4385;400;8000;;;;;;;0;BP;18;2026
4425;400;8000;;;;;;;0;BP;18;2026
6012;400;2000;;14;4;4;;;22;BP;18;2026
6007;400;7000;;;;;;;0;BP;18;2026
6007;400;8000;;;2;2;2;;6;BP;18;2026
6014;400;1000;;;;;2;;2;RP;18;2026
6014;400;8000;;1;2;2;1;;6;RP;18;2026
6014;400;7000;;7;6;6;2;;21;RP;18;2026
6002-11;500;5000;;8;8;8;8;;32;SH;18;2026
6008;400;5000;;7;7;7;7;;28;MA;18;2026
6013;400;5000;;2;1;2;2;2;9;KP;18;2026
6013;400;8000;;3;2;2;1;2;10;KP;18;2026
6013;400;2000;;2;2;1;2;2;9;KP;18;2026
6013;400;7000;;;2;3;3;2;10;KP;18;2026
6006;400;8000;;;1;;;;1;KP;18;2026
6003;400;8000;;1;;;;;1;KP;18;2026
6014;400;1000;;8;8;8;8;;32;HEÖ;18;2026
6012;400;7000;;;5;4;;;9;UK;18;2026
6012;400;700;;4,5;;1;;;5,5;UK;18;2026
6012;400;8000;;;3;3;2;;8;UK;18;2026
6012;400;600;;2;;;;;2;UK;18;2026
6007;400;7000;;;;;;;0;UK;18;2026
6007;400;8000;;;;;;;0;UK;18;2026
6012;400;400;;1,5;;;2;;3,5;UK;18;2026
6002-5;400;5000;;7;8;7;8;;30;AG;18;2026
6012;400;5000;;1;;1;;;2;AG;18;2026
6008;400;8000;;2;4;1;4;2;13;BÞ;18;2026
6008;400;7000;;1;2;5;2;3;13;BÞ;18;2026
6006;400;7000;;;;;2;;2;AEA;18;2026
6006;400;8000;;;1;;2;;3;AEA;18;2026
6003;400;7000;;;;;;;0;AEA;18;2026
6003;400;8000;;;;;;;0;AEA;18;2026
6013;400;5000;;;;;;;0;AEA;18;2026
6013;400;8000;;6;3;4;2;;15;AEA;18;2026
6013;400;7000;;2;4;4;2;;12;AEA;18;2026
6011;400;7000;;;;2;;;2;VYÇ;18;2026
6008;400;7000;;6;4;;1;;11;VYÇ;18;2026
4384;200;700;;;;2;;;2;VYÇ;18;2026
6012;800;8000;;;;;5;;5;VYÇ;18;2026
4425;400;7000;;;;;;;0;VYÇ;18;2026
6013;800;7000;;;;;;;0;VYÇ;18;2026
6004;400;7000;;;;;;;0;VYÇ;18;2026
6012;400;7000;;;;2;;;2;VYÇ;18;2026
6011;400;7000;;;;2;2;;4;SA;18;2026
6011;400;5000;;;;3;;4;7;SA;18;2026
6004;400;7000;;6;6;;4;;16;SA;18;2026
6004;400;8000;;;;;;2;2;SA;18;2026
6011;400;8000;;;;2;2;;4;SA;18;2026
4425;300;500;;1;;;;;1;CÇ;18;2026
4425;400;7000;;;;1,5;;;1,5;CÇ;18;2026
4426;300;500;;;1;;;;1;CÇ;18;2026
6010;300;500;;;1;1;1;;3;CÇ;18;2026
6010;400;6000;;;;;1,5;;1,5;CÇ;18;2026
6010;400;7000;;;;1;3;;4;CÇ;18;2026
6010;400;8000;;1,5;2,5;;;;4;CÇ;18;2026
6012;300;500;;;0,5;;;;0,5;CÇ;18;2026
6012;400;6000;;;;2,5;;;2,5;CÇ;18;2026
6012;400;7000;;;2;;;;2;CÇ;18;2026
6012;400;8000;;1;;;;;1;CÇ;18;2026
4411;400;8000;;;;;1;;1;YK;18;2026
6001;400;8000;;;;;;;0;YK;18;2026
6010;400;8000;;;1;;1,5;;2,5;YK;18;2026
6001;400;7000;;;;;;;0;YK;18;2026
6010;400;5000;;4;2;4;4;5;19;YK;18;2026
6010;400;7000;;4;5;;;3;12;YK;18;2026
4411;400;7000;;;;;1,5;;1,5;YK;18;2026
6010;400;5000;;;;7;7;7;21;BS;18;2026
4411;400;5000;;8;8;;;;16;BS;18;2026
6012;400;5000;;;7;7;7;;21;MY;18;2026
6006;400;8000;;1;;;3;;4;AEA;19;2026
6013;400;8000;;4;5;4;3;1;17;AEA;19;2026
6013;400;7000;;3;3;4;2;3;15;AEA;19;2026
6013;400;2000;;;;;;;0;AEA;19;2026
6013;400;1000;;;;;;4;4;AEA;19;2026
6011;400;5000;;;;;7;;7;MA;19;2026
6002;400;5000;;;;;;7;7;MA;19;2026
6014;400;8000;;1;1;1;1;1;5;RP;19;2026
6014;400;7000;;6;7;7;7;7;34;RP;19;2026
6014;400;1000;;8;8;8;8;8;40;HEÖ;19;2026
6011;400;2000;;3;2;2;;1;8;SA;19;2026
6011;400;5000;;1;1;1;1;1;5;SA;19;2026
6011;400;6000;;2;3;4;5;3;17;SA;19;2026
6004;400;7000;;;;;;;0;SA;19;2026
6011;400;7000;;1;1;;1;2;5;SA;19;2026
6010;400;2000;;1;;;;;1;CÇ;19;2026
6010;400;7000;;3;;;;;3;CÇ;19;2026
6012;400;8000;;1;1;;2,5;;4,5;CÇ;19;2026
6012;400;7000;;;;;;2;2;UK;19;2026
6012;400;700;;3;2;3;;;8;UK;19;2026
6012;400;8000;;2;;;2;4;8;UK;19;2026
6012;400;600;;;;;2;;2;UK;19;2026
6007;400;7000;;;;;;;0;UK;19;2026
6007;400;8000;;2;1;1;;;4;UK;19;2026
6012;400;400;;;;;;2;2;UK;19;2026
6007;400;700;;1;1;2;;;4;UK;19;2026
6012;800;8000;;2;6;7;7;6;28;VYÇ;19;2026
4425;200;700;;4;;;;;4;VYÇ;19;2026
6012;400;7000;;4;2;;2;2;10;BP;19;2026
6012;400;5000;;;2;;;2;4;BP;19;2026
6012;400;8000;;;;4;;;4;BP;19;2026
4385;400;8000;;1;2;;;;3;BP;19;2026
4425;400;8000;;1;;;;;1;BP;19;2026
6012;400;2000;;;;;;;0;BP;19;2026
6007;400;7000;;;2;2;;;4;BP;19;2026
6007;400;8000;;2;;2;;1;5;BP;19;2026
6002-11;500;5000;;8;8;8;6;8;38;SH;19;2026
6013;400;5000;;2;1;2;2;2;9;KP;19;2026
6013;400;8000;;3;2;2;1;2;10;KP;19;2026
6013;400;2000;;2;2;1;2;2;9;KP;19;2026
6013;400;7000;;;2;3;3;2;10;KP;19;2026
6006;400;8000;;;1;;;;1;KP;19;2026
6003;400;8000;;1;;;;;1;KP;19;2026
6001;400;8000;;;;;;0,5;0,5;YK;19;2026
6010;400;8000;;;;1;;0,5;1,5;YK;19;2026
6001;400;7000;;;;;;;0;YK;19;2026
6010;400;5000;;5;4;1;;3;13;YK;19;2026
6010;400;7000;;3;;;;1;4;YK;19;2026
6010;400;1000;;;;6;8;3;17;YK;19;2026
6010;400;5000;;5;7;7;8;8;35;BS;19;2026
6012;400;5000;;;7;7;7;7;28;MY;19;2026
4456;400;5000;;8;8;8;8;8;40;DB;19;2026
6002-5;400;5000;;7;6;8;8;8;37;AG;19;2026
6002-9;400;5000;;1;2;;;;3;AG;19;2026
6014;400;8000;;1;;1;1;1;4;RP;20;2026
6014;400;7000;;6;;7;7;7;27;RP;20;2026
6011;400;5000;;7;;;7;7;21;MA;20;2026
6008;400;5000;;;7;7;;;14;MA;20;2026
6014;400;1000;;8;8;8;8;8;40;HEÖ;20;2026
6012;400;7000;;;;4;5;;9;BP;20;2026
6012;400;8000;;1;1;2;;;4;BP;20;2026
6012;400;2000;;;;;;4;4;BP;20;2026
6007;400;8000;;;;2;;;2;BP;20;2026
6010;400;5000;;;;3;;;3;CÇ;20;2026
6010;400;6000;;;;3;;;3;CÇ;20;2026
6010;400;8000;;;;;;0,5;0,5;CÇ;20;2026
6012;400;8000;;;;;;0,5;0,5;CÇ;20;2026
6013;400;5000;;2;1;2;2;2;9;KP;20;2026
6013;400;8000;;3;2;2;1;2;10;KP;20;2026
6013;400;2000;;2;2;1;2;2;9;KP;20;2026
6013;400;7000;;;2;3;3;2;10;KP;20;2026
6006;400;8000;;;1;;;;1;KP;20;2026
6003;400;8000;;1;;;;;1;KP;20;2026
6012;400;7000;;;;4;;;4;UK;20;2026
6012;400;8000;;;;2;;;2;UK;20;2026
6006;400;7000;;;;;3;2;5;AEA;20;2026
6006;400;8000;;2;2;1;3;2;10;AEA;20;2026
6013;400;8000;;;1;2;;2;5;AEA;20;2026
6013;400;7000;;;;;2;2;4;AEA;20;2026
6013;400;1000;;6;5;5;;;16;AEA;20;2026
4411;400;8000;;;;;;1;1;YK;20;2026
6001;400;8000;;;1;;0,5;;1,5;YK;20;2026
6010;400;8000;;1;;;;1;2;YK;20;2026
6001;400;7000;;;1;;0,5;;1,5;YK;20;2026
6010;400;5000;;;;;;;0;YK;20;2026
6010;400;7000;;2;3;2;2;1;10;YK;20;2026
6010;400;1000;;5;3;6;3;4;21;YK;20;2026
6011;400;7000;;;;;3;4;7;VYÇ;20;2026
6012;800;8000;;;;;3;2;5;VYÇ;20;2026
4425;200;700;;;;7;;;7;VYÇ;20;2026
6010;400;5000;;5;7;7;8;8;35;BS;20;2026
6012;400;5000;;2;7;2;7;4;22;MY;20;2026
6001;400;5000;;3;;1;;;4;MY;20;2026
4426;400;5000;;2;;;;;2;MY;20;2026
4425;400;5000;;;;3;;;3;MY;20;2026
6002-11;500;5000;;8;6;8;8;8;38;SH;20;2026
6011;400;2000;;1;2;2;3;2;10;SA;20;2026
6011;400;5000;;2;1;2;1;1;7;SA;20;2026
6011;400;6000;;1;3;0;2;2;8;SA;20;2026
6011;400;7000;;2;1;3;1;2;9;SA;20;2026
4456;400;5000;;8;8;8;8;8;40;DB;20;2026
6002-5;400;5000;;4;3;4;4;2;17;AG;20;2026
6002-6;400;5000;;3;5;3;3;4;18;AG;20;2026
6010;400;5000;;1;;;;2;3;AG;20;2026
6006;400;7000;;;;1;;3;4;AEA;21;2026
6006;400;8000;;1;;1;5;;7;AEA;21;2026
6013;400;8000;;5;;5;2;2;14;AEA;21;2026
6013;400;7000;;2;;1;1;;4;AEA;21;2026
6013;400;2000;;;;;;3;3;AEA;21;2026
6014;400;1000;;4;;8;6;8;26;HEÖ;21;2026
6014;400;7000;;4;;;;;4;HEÖ;21;2026
6008;400;7000;;;;;2;;2;HEÖ;21;2026
6013;400;5000;;2;1;2;2;2;9;KP;21;2026
6013;400;8000;;3;2;2;1;2;10;KP;21;2026
6013;400;2000;;3;2;1;2;2;10;KP;21;2026
6013;400;7000;;;2;3;3;2;10;KP;21;2026
6006;400;8000;;;1;;;;1;KP;21;2026
6010;400;5000;;;;8;8;;16;BS;21;2026
4426;400;5000;;3;;;;;3;MY;21;2026
6012;400;5000;;3;;7;7;7;24;MY;21;2026
6001;400;5000;;1;;;;;1;MY;21;2026
6011;400;5000;;7;;7;;;14;MA;21;2026
6013;400;5000;;;;;7;;7;MA;21;2026
6010;300;400;;1;;;;1,5;2,5;CÇ;21;2026
6010;400;5000;;1;;;1;2;4;CÇ;21;2026
6010;400;7000;;;;;2;;2;CÇ;21;2026
6012;300;400;;2;;;;2;4;CÇ;21;2026
6012;400;7000;;1,5;;;;;1,5;CÇ;21;2026
6012;400;8000;;;;1;;1;2;CÇ;21;2026
6014;400;8000;;1;;3;2;4;10;RP;21;2026
6014;400;7000;;5;;5;5;4;19;RP;21;2026
4419;400;8000;;1;;;;;1;RP;21;2026
4419;400;7000;;1;;;;;1;RP;21;2026
6002-11;500;5000;;8;8;8;8;8;40;SH;21;2026
6012;400;7000;;;;1;1;;2;UK;21;2026
6012;400;700;;;;1;4;;5;UK;21;2026
6012;400;8000;;;;2;2;;4;UK;21;2026
6012;400;400;;2;;1;1;;4;UK;21;2026
6007;400;700;;2;;;;;2;UK;21;2026
6012;400;5000;;4;;3;;;7;UK;21;2026
6012;400;7000;;2;;4;;;6;BP;21;2026
6012;400;5000;;;;;;;0;BP;21;2026
6012;400;8000;;1;;2;2;;5;BP;21;2026
4385;400;8000;;;;;;;0;BP;21;2026
4425;400;8000;;1;;;;1;2;BP;21;2026
6012;400;2000;;4;;;;;4;BP;21;2026
6007;400;7000;;;;;;;0;BP;21;2026
6007;400;8000;;;;2;;3;5;BP;21;2026
6011;400;2000;;2;2;1;2;1;8;SA;21;2026
6011;400;5000;;1;1;2;2;2;8;SA;21;2026
6011;400;6000;;3;2;1;0;1;7;SA;21;2026
6011;400;7000;;1;2;2;3;2;10;SA;21;2026
4411;400;8000;;;;1;;;1;YK;21;2026
6001;400;8000;;;;;;;0;YK;21;2026
6010;400;8000;;;;1;1;;2;YK;21;2026
6001;400;7000;;;;;;;0;YK;21;2026
6010;400;5000;;2;;6;3;5;16;YK;21;2026
6010;400;7000;;4;;;4;3;11;YK;21;2026
4411;400;7000;;;;;;;0;YK;21;2026
6005;400;8000;;;;;;;0;YK;21;2026
6010;400;2000;;;;;;;0;YK;21;2026
6010;400;6000;;;;;;;0;YK;21;2026
6010;400;1000;;2;;;;;2;YK;21;2026
4456;400;5000;;8;8;8;8;8;40;DB;21;2026
6002-5;400;5000;;2;;1;;;3;AG;21;2026
6002-6;400;5000;;6;;5;7;5;23;AG;21;2026
6002-9;400;5000;;;;;1;3;4;AG;21;2026
6013;400;5000;;;;2;;;2;AG;21;2026
6012;400;5000;;3;7;7;7;7;31;MY;23;2026
6007;300;400;;1;;1;;;2;CÇ;23;2026
6007;400;8000;;;;;1;;1;CÇ;23;2026
6010;300;400;;1;;;;;1;CÇ;23;2026
6010;300;500;;;;;1;;1;CÇ;23;2026
6010;300;600;;;;;;2;2;CÇ;23;2026
6010;400;5000;;;1;;;;1;CÇ;23;2026
6010;400;7000;;;2;;;;2;CÇ;23;2026
6010;400;8000;;1;;;1;2;4;CÇ;23;2026
6012;300;400;;1;2;1;;;4;CÇ;23;2026
6012;300;500;;;;1;;;1;CÇ;23;2026
6012;400;8000;;;;;3;;3;CÇ;23;2026
6013;400;5000;;7;7;;;;14;MA;23;2026
6011;400;5000;;;;5;7;7;19;MA;23;2026
6013;400;5000;;2;1;2;2;2;9;KP;23;2026
6013;400;8000;;3;2;2;1;2;10;KP;23;2026
6013;400;2000;;3;2;1;2;2;10;KP;23;2026
6013;400;7000;;;2;3;3;2;10;KP;23;2026
6006;400;8000;;;1;;;;1;KP;23;2026
6014;400;8000;;3;3;3;3;;12;RP;23;2026
6014;400;7000;;4;4;4;4;;16;RP;23;2026
6010;400;5000;;4;7;7;;8;26;BS;23;2026
4426;400;5000;;3;;;8;;11;BS;23;2026
6006;400;7000;;2;3;3;1;2;11;AEA;23;2026
6006;400;8000;;3;3;3;;1;10;AEA;23;2026
6013;400;8000;;2;1;1;5;2;11;AEA;23;2026
6013;400;7000;;1;1;1;2;3;8;AEA;23;2026
6014;400;1000;;4;8;8;8;3;31;HEÖ;23;2026
6014;400;7000;;4;;;;;4;HEÖ;23;2026
6008;400;5000;;;;;;5;5;HEÖ;23;2026
6002-11;500;5000;;8;3;6;7;;24;SH;23;2026
6002;;;;;3;2;1;;6;SH;23;2026
6012;800;8000;;;2;;4;2;8;VYÇ;23;2026
4425;200;700;;1;;;;;1;VYÇ;23;2026
6012;400;7000;;2;;;;;2;VYÇ;23;2026
6009;400;8000;;;5;;4;2;11;VYÇ;23;2026
6012;400;7000;;2;;;;2;4;BP;23;2026
6012;400;5000;;;4;2;;2;8;BP;23;2026
6012;400;8000;;2;;2;;;4;BP;23;2026
4385;400;8000;;;2;;;;2;BP;23;2026
4425;400;8000;;;;4;;;4;BP;23;2026
6012;400;2000;;;;;2;2;4;BP;23;2026
6007;400;7000;;;2;;2;2;6;BP;23;2026
6007;400;8000;;4;;;2;;6;BP;23;2026
6011;400;2000;;2;1;2;1;2;8;SA;23;2026
6011;400;5000;;2;2;2;1;1;8;SA;23;2026
6011;400;6000;;1;2;;2;2;7;SA;23;2026
6011;400;7000;;1;2;2;2;1;8;SA;23;2026
6011;400;400;;;;1;;1;2;SA;23;2026
4456;400;5000;;8;8;8;8;8;40;DB;23;2026
6002-5;400;5000;;;1;2;3;;6;AG;23;2026
6002-6;400;5000;;5;2;5;5;8;25;AG;23;2026
6013;400;5000;;1;1;;;;2;AG;23;2026
6002-9;400;5000;;;4;;;;4;AG;23;2026
DSEC;400;5000;;2;;1;;;3;AG;23;2026
4411;400;8000;;;1;;;0,5;1,5;YK;23;2026
6001;400;8000;;;;;;;0;YK;23;2026
6010;400;8000;;;1;;1;;2;YK;23;2026
6001;400;7000;;;;;;;0;YK;23;2026
6010;400;5000;;6;3;8;1;;18;YK;23;2026
6010;400;7000;;2;;;2;0,5;4,5;YK;23;2026
4411;400;7000;;;;;;;0;YK;23;2026
6005;400;8000;;;;;;;0;YK;23;2026
6010;400;2000;;;;;;;0;YK;23;2026
6010;400;6000;;;3;;4;7;14;YK;23;2026
6006;400;7000;;;1;2;1;;4;AEA;24;2026
6006;400;8000;;1;1;2;4;;8;AEA;24;2026
6003;400;7000;;;;;2;;2;AEA;24;2026
6003;400;8000;;;;;;;0;AEA;24;2026
6013;400;5000;;;;;;;0;AEA;24;2026
6013;400;8000;;4;3;2;;;9;AEA;24;2026
6013;400;7000;;3;2;2;;;7;AEA;24;2026
6013;400;2000;;;;;;;0;AEA;24;2026
6013;400;1000;;;1;;1;;2;AEA;24;2026
6014;400;1000;;;8;;;;8;HEÖ;24;2026
6014;400;2000;;;;8;8;8;24;HEÖ;24;2026
6008;400;5000;;8;;;;;8;HEÖ;24;2026
6014;400;8000;;3;4;3;4;2;16;RP;24;2026
6014;400;7000;;;2;2;1;2;7;RP;24;2026
6014;400;6000;;5;2;3;3;4;17;RP;24;2026
6011;400;5000;;7;7;7;7;7;35;MA;24;2026
6013;400;5000;;2;1;2;2;2;9;KP;24;2026
6013;400;8000;;3;2;2;1;2;10;KP;24;2026
6013;400;2000;;3;2;1;2;2;10;KP;24;2026
6013;400;7000;;;2;3;3;2;10;KP;24;2026
6006;400;8000;;;1;;;;1;KP;24;2026
6012;400;5000;;3;7;;;7;17;MY;24;2026
4425;300;500;;;;;2,5;;2,5;CÇ;24;2026
6007;300;600;;;;;1;;1;CÇ;24;2026
6010;400;2000;;;;;;2,5;2,5;CÇ;24;2026
6010;400;5000;;;;;1,5;;1,5;CÇ;24;2026
6012;300;500;;;;;1;;1;CÇ;24;2026
6012;400;7000;;;;;2;;2;BP;24;2026
6012;400;5000;;;;;;;0;BP;24;2026
6012;400;8000;;;;;2;;2;BP;24;2026
4385;400;8000;;;;;;;0;BP;24;2026
4425;400;8000;;;;;2;;2;BP;24;2026
6012;400;2000;;;;;;;0;BP;24;2026
6007;400;7000;;;;;;;0;BP;24;2026
6007;400;8000;;;;;2;;2;BP;24;2026
6011;400;2000;;1;2;2;2;3;10;SA;24;2026
6011;400;5000;;1;2;1;3;3;10;SA;24;2026
6011;400;6000;;1;2;1;1;;5;SA;24;2026
6011;400;7000;;2;;2;1;;5;SA;24;2026
6011;400;400;;2;1;1;;;4;SA;24;2026
6012;800;8000;;5;6;6;3;6;26;VYÇ;24;2026
4425;200;700;;;;;1;;1;VYÇ;24;2026
6013;800;7000;;;;;;;0;VYÇ;24;2026
4411;400;7000;;;;1;;;1;VYÇ;24;2026
6012;400;7000;;;;;;;0;VYÇ;24;2026
6007;400;8000;;;;;1;;1;VYÇ;24;2026
6010;400;5000;;3;7;7;;6;23;BS;24;2026
4426;400;5000;;4;;;7;;11;BS;24;2026
4456;400;5000;;8;8;8;8;8;40;DB;24;2026
6002-5;400;5000;;2;;;;;2;AG;24;2026
6002-6;400;5000;;5;6;7;8;6;32;AG;24;2026
6010;400;5000;;;2;;;;2;AG;24;2026
6002-9;400;5000;;;;;;2;2;AG;24;2026
DSEC;400;5000;;1;;1;;;2;AG;24;2026
6002-11;500;5000;;2;;2;8;;12;SH;24;2026
6010;500;5000;;5;7;6;;8;26;SH;24;2026
6010;400;8000;;;1;1;;;2;YK;24;2026
6001;400;7000;;;;;;;0;YK;24;2026
6010;400;5000;;;2;5;3;;10;YK;24;2026
6010;400;7000;;1;4;2;2;4;13;YK;24;2026
4411;400;7000;;;;;;;0;YK;24;2026
6005;400;8000;;;;;;;0;YK;24;2026
6010;400;2000;;;;;;;0;YK;24;2026
6010;400;6000;;7;1;;3;4;15;YK;24;2026
6014;400;2000;;8;4;5;6;8;31;HEÖ;25;2026
6008;400;5000;;;4;;;;4;HEÖ;25;2026
6009;400;7000;;;;3;;;3;HEÖ;25;2026
6011;400;5000;;7;7;7;;;21;MA;25;2026
6003;400;5000;;;;;7;7;14;MA;25;2026
6014;400;8000;;2;4;4;2;4;16;RP;25;2026
6014;400;7000;;2;4;4;2;4;16;RP;25;2026
6011;400;5000;;7;7;7;7;3;31;MY;25;2026
6002-6;400;5000;;6;7;7;8;8;36;AG;25;2026
6010;400;5000;;1;1;1;;;3;AG;25;2026
6002-9;400;5000;;;;;;;0;AG;25;2026
DSEC;400;5000;;1;;;;;1;AG;25;2026
6006;400;7000;;2;3;;2;2;9;AEA;25;2026
6006;400;8000;;4;3;4;6;2;19;AEA;25;2026
6003;400;7000;;;;;;;0;AEA;25;2026
6003;400;8000;;;;;;;0;AEA;25;2026
6013;400;5000;;;;;;;0;AEA;25;2026
6013;400;8000;;2;2;4;;2;10;AEA;25;2026
6013;400;7000;;;;;;2;2;AEA;25;2026
6012;400;7000;;;;2;2;2;6;BP;25;2026
6012;400;5000;;;;2;4;4;10;BP;25;2026
6012;400;8000;;;;;;2;2;BP;25;2026
4385;400;8000;;;;;;;0;BP;25;2026
4425;400;8000;;;;;;;0;BP;25;2026
6012;400;2000;;;;2;1;;3;BP;25;2026
6007;400;7000;;;;;;;0;BP;25;2026
6007;400;8000;;;;2;1;;3;BP;25;2026
6010;500;5000;;8;8;8;7;8;39;SH;25;2026
6002;;;;;;;1;;1;SH;25;2026
6011;400;7000;;;;;2;;2;VYÇ;25;2026
6008;400;7000;;1;;;;;1;VYÇ;25;2026
4384;200;700;;;;;;;0;VYÇ;25;2026
6012;800;8000;;5;2;;;2;9;VYÇ;25;2026
4425;200;700;;;;;;;0;VYÇ;25;2026
6013;800;7000;;;;;;;0;VYÇ;25;2026
4411;400;7000;;;;;;;0;VYÇ;25;2026
6012;400;7000;;;;;;;0;VYÇ;25;2026
6009;400;7000;;;4;;;;4;VYÇ;25;2026
6010;400;7000;;;;7;5;2;14;VYÇ;25;2026
6013;400;5000;;2;1;;2;2;7;KP;25;2026
6013;400;8000;;3;2;3;1;2;11;KP;25;2026
6013;400;2000;;3;2;;2;2;9;KP;25;2026
6013;400;7000;;;2;;3;2;7;KP;25;2026
6006;400;8000;;;1;;;;1;KP;25;2026
6003;400;8000;;;;5;;;5;KP;25;2026
6011;400;2000;;1;;1;2;1;5;SA;25;2026
6011;400;5000;;3;3;2;2;4;14;SA;25;2026
6011;400;6000;;2;1;2;2;;7;SA;25;2026
6011;400;7000;;1;2;1;1;2;7;SA;25;2026
6007;300;500;;;;0,5;;1;1,5;CÇ;25;2026
6007;300;700;;;;;1;;1;CÇ;25;2026
6010;400;5000;;;;;2;;2;CÇ;25;2026
6010;400;6000;;;;;1;;1;CÇ;25;2026
6012;300;600;;;;;;1;1;CÇ;25;2026
6012;300;700;;;;;;1;1;CÇ;25;2026
6012;400;2000;;;1;;;2;3;CÇ;25;2026
6012;400;5000;;;1;;;1;2;CÇ;25;2026
6012;400;7000;;;1;0,5;1;;2,5;CÇ;25;2026
6012;400;8000;;;1,5;1;1;;3,5;CÇ;25;2026
6001;400;8000;;1;;;;;1;YK;25;2026
6010;400;8000;;2;1;;1;;4;YK;25;2026
6001;400;7000;;;;;;;0;YK;25;2026
6010;400;5000;;;3;3;2;4;12;YK;25;2026
6010;400;7000;;5;;2;2;4;13;YK;25;2026
6010;400;2000;;;3;;;;3;YK;25;2026
6010;400;6000;;;1;;2;;3;YK;25;2026
6012;400;5000;;7;7;7;7;3;31;MY;26;2026
6012;400;7000;;4;1;1;3;;9;BP;26;2026
6012;400;5000;;;4;4;;;8;BP;26;2026
6012;400;8000;;2;;1;;;3;BP;26;2026
6007;400;8000;;2;3;2;;;7;BP;26;2026
6011;400;5000;;7;;7;7;7;28;MA;26;2026
6009;400;5000;;;4;;;;4;MA;26;2026
6014;400;1000;;2;;;2;;4;HEÖ;26;2026
6014;400;2000;;2;3;6;3;4;18;HEÖ;26;2026
6014;400;7000;;4;5;2;2;;13;HEÖ;26;2026
6013;400;5000;;2;1;2;2;2;9;KP;26;2026
6013;400;8000;;3;2;2;1;2;10;KP;26;2026
6013;400;2000;;3;2;1;2;2;10;KP;26;2026
6013;400;7000;;;2;2;3;2;9;KP;26;2026
6006;400;8000;;;1;;;;1;KP;26;2026
6003;400;8000;;;;1;;;1;KP;26;2026
6014;400;8000;;4;4;4;4;4;20;RP;26;2026
6014;400;7000;;3;3;2;2;2;12;RP;26;2026
6006;400;7000;;4;;2;3;3;12;AEA;26;2026
6006;400;8000;;4;;2;2;2;10;AEA;26;2026
6013;400;8000;;;;2;1;;3;AEA;26;2026
6013;400;7000;;;;2;2;;4;AEA;26;2026
6013;400;2000;;;;;;3;3;AEA;26;2026
6011;400;2000;;2;;;;1;3;SA;26;2026
6011;400;5000;;1;;3;;2;6;SA;26;2026
6011;400;6000;;1;;2;;;3;SA;26;2026
6011;400;7000;;2;;;;3;5;SA;26;2026
6011;400;400;;1;;1;;1;3;SA;26;2026
6010;400;5000;;3;4;7;;7;21;BS;26;2026
4426;400;5000;;4;3;;7;;14;BS;26;2026
6010;400;8000;;;;;1;;1;YK;26;2026
6001;400;7000;;;;;;;0;YK;26;2026
6010;400;5000;;;3;2;1;;6;YK;26;2026
6010;400;7000;;2;1;5;1;3;12;YK;26;2026
6010;400;2000;;2;1;;;1;4;YK;26;2026
6010;400;6000;;4;;1;5;4;14;YK;26;2026
6013;800;7000;;;;;2;;2;VYÇ;26;2026
6010;400;7000;;6;4;;4;;14;VYÇ;26;2026
6007;300;500;;0,5;;;;;0,5;CÇ;26;2026
6007;300;600;;;0,5;;;;0,5;CÇ;26;2026
6007;300;700;;;1;;;;1;CÇ;26;2026
6010;300;700;;;3,5;;;;3,5;CÇ;26;2026
6010;400;2000;;1;;;;;1;CÇ;26;2026
6012;300;500;;2,5;;1,5;1;;5;CÇ;26;2026
6012;300;600;;1;;;;;1;CÇ;26;2026
6012;300;700;;;;1,5;;;1,5;CÇ;26;2026
